	Demographic ID	Demographic Name	Student Group	County Code	District Code	School Code	Grade	Percentage Standard Exceeded	Percentage Standard Met	Percentage Standard Nearly Met	Percentage Standard Not Met	Total Number of Students with Valid Scores	Life Sciences Domain Percent Below Standard	Life Sciences Domain Percent Near Standard	Life Sciences Domain Percent Above Standard	Physical Sciences Domain Percent Below Standard	Physical Sciences Domain Percent Near Standard	Physical Sciences Domain Percent Above Standard	Earth and Space Sciences Domain Percent Below Standard	Earth and Space Sciences Domain Percent Near Standard	Earth and Space Sciences Domain Percent Above Standard	County Name	District Name	School Name	Zip Code	Median
2699	28	Migrant education	Migrant	51	71464	107722	12	4.76	9.52	47.62	38.1	21.0	61.9	28.57	9.52	66.67	28.57	4.76	80.95	9.52	9.52	Sutter	Yuba City Unified	River Valley High	95993	596649.0
2700	28	Migrant education	Migrant	51	71464	107722	13	4.76	9.52	47.62	38.1	21.0	61.9	28.57	9.52	66.67	28.57	4.76	80.95	9.52	9.52	Sutter	Yuba City Unified	River Valley High	95993	596649.0
2713	28	Migrant education	Migrant	51	71464	113134	13	0.0	0.0	54.55	45.45	11.0	72.73	27.27	0.0	90.91	9.09	0.0	72.73	27.27	0.0	Sutter	Yuba City Unified	Riverbend Elementary	95991	921737.5
2716	28	Migrant education	Migrant	51	71464	5139001	12	0.0	6.67	60.0	33.33	15.0	66.67	33.33	0.0	60.0	40.0	0.0	66.67	33.33	0.0	Sutter	Yuba City Unified	Yuba City High	95991	921737.5
2717	28	Migrant education	Migrant	51	71464	5139001	13	0.0	6.67	60.0	33.33	15.0	66.67	33.33	0.0	60.0	40.0	0.0	66.67	33.33	0.0	Sutter	Yuba City Unified	Yuba City High	95991	921737.5
2745	31	Economically disadvantaged	Economic Status	2	61333	6002794	13	0.0	41.67	50.0	8.33	12.0	50.0	41.67	8.33	33.33	66.67	0.0	33.33	41.67	25.0	Alpine	Alpine County Unified	Diamond Valley Elementary	96120	3042249.5
2753	31	Economically disadvantaged	Economic Status	6	61622	118729	5	0.0	10.31	56.7	32.99	97.0	70.1	28.87	1.03	67.01	32.99	0.0	63.92	35.05	1.03	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
2754	31	Economically disadvantaged	Economic Status	6	61622	118729	13	0.0	10.31	56.7	32.99	97.0	70.1	28.87	1.03	67.01	32.99	0.0	63.92	35.05	1.03	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
2758	31	Economically disadvantaged	Economic Status	6	61622	637504	8	0.0	2.13	45.74	52.13	94.0	73.86	26.14	0.0	79.31	20.69	0.0	78.57	21.43	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2759	31	Economically disadvantaged	Economic Status	6	61622	637504	10	0.0	2.38	75.0	22.62	84.0	53.66	46.34	0.0	62.2	37.8	0.0	52.44	47.56	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2760	31	Economically disadvantaged	Economic Status	6	61622	637504	12	0.0	4.92	59.02	36.07	61.0	59.32	40.68	0.0	66.1	32.2	1.69	69.49	28.81	1.69	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2761	31	Economically disadvantaged	Economic Status	6	61622	637504	13	0.0	2.93	59.41	37.66	239.0	62.88	37.12	0.0	69.74	29.82	0.44	66.67	32.89	0.44	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2762	31	Economically disadvantaged	Economic Status	9	61903	110155	5	26.32	31.58	21.05	21.05	19.0	31.58	47.37	21.05	42.11	21.05	36.84	31.58	36.84	31.58	El Dorado	Lake Tahoe Unified	Lake Tahoe Environmental Science Magnet	96150	1373866.5
2763	31	Economically disadvantaged	Economic Status	9	61903	110155	13	26.32	31.58	21.05	21.05	19.0	31.58	47.37	21.05	42.11	21.05	36.84	31.58	36.84	31.58	El Dorado	Lake Tahoe Unified	Lake Tahoe Environmental Science Magnet	96150	1373866.5
2765	31	Economically disadvantaged	Economic Status	9	61903	930040	12	0.0	5.88	76.47	17.65	17.0	64.71	29.41	5.88	88.24	11.76	0.0	52.94	47.06	0.0	El Dorado	Lake Tahoe Unified	Mt. Tallac High	96150	1373866.5
2766	31	Economically disadvantaged	Economic Status	9	61903	930040	13	0.0	5.88	76.47	17.65	17.0	64.71	29.41	5.88	88.24	11.76	0.0	52.94	47.06	0.0	El Dorado	Lake Tahoe Unified	Mt. Tallac High	96150	1373866.5
2767	31	Economically disadvantaged	Economic Status	9	61903	937805	10	0.63	17.5	56.88	25.0	160.0	49.38	48.13	2.5	64.38	31.88	3.75	58.75	38.13	3.13	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2768	31	Economically disadvantaged	Economic Status	9	61903	937805	12	2.44	12.2	65.85	19.51	41.0	53.66	46.34	0.0	73.17	24.39	2.44	63.41	34.15	2.44	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2769	31	Economically disadvantaged	Economic Status	9	61903	937805	13	1.0	16.42	58.71	23.88	201.0	50.25	47.76	1.99	66.17	30.35	3.48	59.7	37.31	2.99	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2770	31	Economically disadvantaged	Economic Status	9	61903	6005540	5	4.11	10.96	67.12	17.81	73.0	63.01	32.88	4.11	60.27	36.99	2.74	61.64	32.88	5.48	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
2771	31	Economically disadvantaged	Economic Status	9	61903	6005540	13	4.11	10.96	67.12	17.81	73.0	63.01	32.88	4.11	60.27	36.99	2.74	61.64	32.88	5.48	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
2772	31	Economically disadvantaged	Economic Status	9	61903	6005565	8	1.23	13.58	65.43	19.75	162.0	50.31	44.72	4.97	55.9	42.24	1.86	53.42	40.99	5.59	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
2773	31	Economically disadvantaged	Economic Status	9	61903	6005565	13	1.23	13.58	65.43	19.75	162.0	50.31	44.72	4.97	55.9	42.24	1.86	53.42	40.99	5.59	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
2774	31	Economically disadvantaged	Economic Status	9	61903	6005573	5	0.0	20.0	60.0	20.0	45.0	55.56	40.0	4.44	57.78	42.22	0.0	40.0	55.56	4.44	El Dorado	Lake Tahoe Unified	Tahoe Valley Elementary	96150	1373866.5
2775	31	Economically disadvantaged	Economic Status	9	61903	6005573	13	0.0	20.0	60.0	20.0	45.0	55.56	40.0	4.44	57.78	42.22	0.0	40.0	55.56	4.44	El Dorado	Lake Tahoe Unified	Tahoe Valley Elementary	96150	1373866.5
2776	31	Economically disadvantaged	Economic Status	9	61903	6095301	5	4.08	18.37	61.22	16.33	49.0	46.94	51.02	2.04	44.9	44.9	10.2	46.94	44.9	8.16	El Dorado	Lake Tahoe Unified	Sierra House Elementary	96150	1373866.5
2777	31	Economically disadvantaged	Economic Status	9	61903	6095301	13	4.08	18.37	61.22	16.33	49.0	46.94	51.02	2.04	44.9	44.9	10.2	46.94	44.9	8.16	El Dorado	Lake Tahoe Unified	Sierra House Elementary	96150	1373866.5
2778	31	Economically disadvantaged	Economic Status	11	10116	124909	5	7.69	0.0	61.54	30.77	13.0	61.54	30.77	7.69	53.85	46.15	0.0	61.54	30.77	7.69	Glenn	Walden Academy	Walden Academy	95988	708793.0
2780	31	Economically disadvantaged	Economic Status	11	10116	124909	13	5.26	0.0	73.68	21.05	19.0	73.68	21.05	5.26	63.16	36.84	0.0	63.16	31.58	5.26	Glenn	Walden Academy	Walden Academy	95988	708793.0
2781	31	Economically disadvantaged	Economic Status	11	10116	130724	12	0.0	3.45	48.28	48.28	29.0	72.41	27.59	0.0	75.0	25.0	0.0	71.43	28.57	0.0	Glenn	Glenn County Office of Education	Success One!	95988	708793.0
2782	31	Economically disadvantaged	Economic Status	11	10116	130724	13	0.0	3.45	48.28	48.28	29.0	72.41	27.59	0.0	75.0	25.0	0.0	71.43	28.57	0.0	Glenn	Glenn County Office of Education	Success One!	95988	708793.0
2787	31	Economically disadvantaged	Economic Status	11	62661	1130038	13	0.0	9.09	36.36	54.55	11.0	63.64	36.36	0.0	81.82	18.18	0.0	90.91	9.09	0.0	Glenn	Willows Unified	Willows Community High	95988	708793.0
2788	31	Economically disadvantaged	Economic Status	11	62661	1132851	11	0.0	7.35	64.71	27.94	68.0	60.29	39.71	0.0	63.24	35.29	1.47	55.88	42.65	1.47	Glenn	Willows Unified	Willows High	95988	708793.0
2789	31	Economically disadvantaged	Economic Status	11	62661	1132851	12	0.0	8.47	64.41	27.12	59.0	54.24	45.76	0.0	67.8	32.2	0.0	55.93	37.29	6.78	Glenn	Willows Unified	Willows High	95988	708793.0
2790	31	Economically disadvantaged	Economic Status	11	62661	1132851	13	0.0	7.87	64.57	27.56	127.0	57.48	42.52	0.0	65.35	33.86	0.79	55.91	40.16	3.94	Glenn	Willows Unified	Willows High	95988	708793.0
2791	31	Economically disadvantaged	Economic Status	11	62661	6007603	5	2.63	13.16	61.84	22.37	76.0	56.58	36.84	6.58	60.53	34.21	5.26	51.32	44.74	3.95	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
2792	31	Economically disadvantaged	Economic Status	11	62661	6007603	13	2.63	13.16	61.84	22.37	76.0	56.58	36.84	6.58	60.53	34.21	5.26	51.32	44.74	3.95	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
2793	31	Economically disadvantaged	Economic Status	11	62661	6007611	8	3.3	9.89	45.05	41.76	91.0	67.03	28.57	4.4	69.23	29.67	1.1	62.64	31.87	5.49	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
2794	31	Economically disadvantaged	Economic Status	11	62661	6007611	13	3.3	9.89	45.05	41.76	91.0	67.03	28.57	4.4	69.23	29.67	1.1	62.64	31.87	5.49	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
2796	31	Economically disadvantaged	Economic Status	18	64089	1831601	12	0.0	18.18	72.73	9.09	11.0	45.45	54.55	0.0	81.82	18.18	0.0	54.55	36.36	9.09	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	96009	863847.5
2797	31	Economically disadvantaged	Economic Status	18	64089	1831601	13	0.0	26.32	68.42	5.26	19.0	31.58	63.16	5.26	57.89	42.11	0.0	36.84	52.63	10.53	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	96009	863847.5
2800	31	Economically disadvantaged	Economic Status	18	64162	6010763	5	8.33	16.67	50.0	25.0	12.0	50.0	41.67	8.33	50.0	41.67	8.33	41.67	58.33	0.0	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
2801	31	Economically disadvantaged	Economic Status	18	64162	6010763	8	0.0	25.0	75.0	0.0	12.0	16.67	83.33	0.0	16.67	83.33	0.0	33.33	58.33	8.33	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
2802	31	Economically disadvantaged	Economic Status	18	64162	6010763	11	0.0	45.45	45.45	9.09	11.0	18.18	81.82	0.0	27.27	72.73	0.0	18.18	72.73	9.09	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
2804	31	Economically disadvantaged	Economic Status	18	64162	6010763	13	2.78	30.56	55.56	11.11	36.0	27.78	69.44	2.78	30.56	66.67	2.78	30.56	63.89	5.56	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
2805	31	Economically disadvantaged	Economic Status	18	64188	6010805	5	7.14	21.43	57.14	14.29	14.0	42.86	57.14	0.0	57.14	28.57	14.29	50.0	42.86	7.14	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
2806	31	Economically disadvantaged	Economic Status	18	64188	6010805	8	6.67	26.67	60.0	6.67	15.0	40.0	53.33	6.67	40.0	53.33	6.67	60.0	33.33	6.67	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
2807	31	Economically disadvantaged	Economic Status	18	64188	6010805	13	6.9	24.14	58.62	10.34	29.0	41.38	55.17	3.45	48.28	41.38	10.34	55.17	37.93	6.9	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
2811	31	Economically disadvantaged	Economic Status	18	64204	1838507	13	6.67	20.0	60.0	13.33	15.0	40.0	53.33	6.67	53.33	33.33	13.33	46.67	40.0	13.33	Lassen	Westwood Unified	Westwood High	96137	610199.5
2817	31	Economically disadvantaged	Economic Status	18	75036	121657	13	0.0	21.43	71.43	7.14	14.0	42.86	57.14	0.0	42.86	50.0	7.14	50.0	50.0	0.0	Lassen	Fort Sage Unified	Mt. Lassen Charter	96113	442908.5
2834	31	Economically disadvantaged	Economic Status	25	73585	2535409	12	3.13	6.25	56.25	34.38	32.0	62.5	34.38	3.13	84.38	9.38	6.25	53.13	40.63	6.25	Modoc	Modoc Joint Unified	Modoc High	96101	596293.5
2835	31	Economically disadvantaged	Economic Status	25	73585	2535409	13	3.13	6.25	56.25	34.38	32.0	62.5	34.38	3.13	84.38	9.38	6.25	53.13	40.63	6.25	Modoc	Modoc Joint Unified	Modoc High	96101	596293.5
2836	31	Economically disadvantaged	Economic Status	25	73585	6025845	5	4.44	11.11	64.44	20.0	45.0	57.78	35.56	6.67	53.33	40.0	6.67	48.89	48.89	2.22	Modoc	Modoc Joint Unified	Alturas Elementary	96101	596293.5
2837	31	Economically disadvantaged	Economic Status	25	73585	6025845	13	4.44	11.11	64.44	20.0	45.0	57.78	35.56	6.67	53.33	40.0	6.67	48.89	48.89	2.22	Modoc	Modoc Joint Unified	Alturas Elementary	96101	596293.5
2838	31	Economically disadvantaged	Economic Status	25	73585	6058697	8	3.33	16.67	73.33	6.67	30.0	30.0	56.67	13.33	46.67	46.67	6.67	43.33	43.33	13.33	Modoc	Modoc Joint Unified	Modoc Middle	96101	596293.5
2839	31	Economically disadvantaged	Economic Status	25	73585	6058697	13	3.33	16.67	73.33	6.67	30.0	30.0	56.67	13.33	46.67	46.67	6.67	43.33	43.33	13.33	Modoc	Modoc Joint Unified	Modoc Middle	96101	596293.5
2840	31	Economically disadvantaged	Economic Status	45	70169	137117	5	7.69	53.85	38.46	0.0	13.0	7.69	53.85	38.46	15.38	76.92	7.69	7.69	92.31	0.0	Shasta	New Day Academy	New Day Academy	96101	596293.5
2841	31	Economically disadvantaged	Economic Status	45	70169	137117	8	0.0	30.77	69.23	0.0	13.0	7.69	84.62	7.69	30.77	69.23	0.0	38.46	53.85	7.69	Shasta	New Day Academy	New Day Academy	96101	596293.5
2845	31	Economically disadvantaged	Economic Status	45	70169	137117	13	2.56	38.46	56.41	2.56	39.0	10.26	71.79	17.95	25.64	71.79	2.56	25.64	71.79	2.56	Shasta	New Day Academy	New Day Academy	96101	596293.5
2846	31	Economically disadvantaged	Economic Status	25	73593	4737250	8	5.56	0.0	66.67	27.78	18.0	33.33	61.11	5.56	72.22	27.78	0.0	66.67	27.78	5.56	Modoc	Tulelake Basin Joint Unified	Tulelake High	96134	568034.0
2847	31	Economically disadvantaged	Economic Status	25	73593	4737250	12	0.0	12.5	81.25	6.25	16.0	50.0	43.75	6.25	43.75	56.25	0.0	43.75	56.25	0.0	Modoc	Tulelake Basin Joint Unified	Tulelake High	96134	568034.0
2848	31	Economically disadvantaged	Economic Status	25	73593	4737250	13	2.94	5.88	73.53	17.65	34.0	41.18	52.94	5.88	58.82	41.18	0.0	55.88	41.18	2.94	Modoc	Tulelake Basin Joint Unified	Tulelake High	96134	568034.0
2849	31	Economically disadvantaged	Economic Status	25	73593	6025894	5	3.33	6.67	73.33	16.67	30.0	60.0	30.0	10.0	66.67	30.0	3.33	56.67	40.0	3.33	Modoc	Tulelake Basin Joint Unified	Tulelake Basin Elementary	96134	568034.0
2850	31	Economically disadvantaged	Economic Status	25	73593	6025894	13	3.33	6.67	73.33	16.67	30.0	60.0	30.0	10.0	66.67	30.0	3.33	56.67	40.0	3.33	Modoc	Tulelake Basin Joint Unified	Tulelake Basin Elementary	96134	568034.0
2856	31	Economically disadvantaged	Economic Status	26	73668	6025910	13	0.0	27.27	72.73	0.0	11.0	36.36	63.64	0.0	27.27	72.73	0.0	18.18	81.82	0.0	Mono	Eastern Sierra Unified	Antelope Elementary	96107	654427.5
2859	31	Economically disadvantaged	Economic Status	31	66944	106807	8	5.08	20.34	66.1	8.47	59.0	42.37	52.54	5.08	42.37	50.85	6.78	42.37	38.98	18.64	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
2860	31	Economically disadvantaged	Economic Status	31	66944	106807	13	5.08	20.34	66.1	8.47	59.0	42.37	52.54	5.08	42.37	50.85	6.78	42.37	38.98	18.64	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
2863	31	Economically disadvantaged	Economic Status	31	66944	121624	13	0.0	37.5	62.5	0.0	16.0	18.75	75.0	6.25	31.25	62.5	6.25	50.0	43.75	6.25	Placer	Sierra Expeditionary Learning	Sierra Expeditionary Learning	96161	875819.0
2866	31	Economically disadvantaged	Economic Status	31	66944	3130077	12	0.0	0.0	50.0	50.0	12.0	83.33	16.67	0.0	83.33	16.67	0.0	91.67	8.33	0.0	Placer	Tahoe-Truckee Unified	Sierra High (Continuation)	96161	875819.0
2867	31	Economically disadvantaged	Economic Status	31	66944	3130077	13	0.0	0.0	50.0	50.0	12.0	83.33	16.67	0.0	83.33	16.67	0.0	91.67	8.33	0.0	Placer	Tahoe-Truckee Unified	Sierra High (Continuation)	96161	875819.0
2870	31	Economically disadvantaged	Economic Status	31	66944	3138500	10	1.37	24.66	45.21	28.77	73.0	39.73	52.05	8.22	52.05	43.84	4.11	45.21	47.95	6.85	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2871	31	Economically disadvantaged	Economic Status	31	66944	3138500	11	0.0	17.78	71.11	11.11	45.0	43.18	54.55	2.27	61.36	36.36	2.27	38.64	59.09	2.27	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2872	31	Economically disadvantaged	Economic Status	31	66944	3138500	12	0.0	12.5	58.33	29.17	48.0	41.67	58.33	0.0	62.5	37.5	0.0	62.5	31.25	6.25	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2873	31	Economically disadvantaged	Economic Status	31	66944	3138500	13	0.6	19.28	56.02	24.1	166.0	41.21	54.55	4.24	57.58	40.0	2.42	48.48	46.06	5.45	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2876	31	Economically disadvantaged	Economic Status	31	66944	6031322	5	8.06	9.68	62.9	19.35	62.0	61.29	32.26	6.45	50.0	41.94	8.06	45.16	48.39	6.45	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
2877	31	Economically disadvantaged	Economic Status	31	66944	6031322	13	8.06	9.68	62.9	19.35	62.0	61.29	32.26	6.45	50.0	41.94	8.06	45.16	48.39	6.45	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
2878	31	Economically disadvantaged	Economic Status	31	66944	6113062	5	0.0	21.43	64.29	14.29	14.0	50.0	50.0	0.0	50.0	42.86	7.14	42.86	57.14	0.0	Placer	Tahoe-Truckee Unified	Glenshire Elementary	96161	875819.0
2879	31	Economically disadvantaged	Economic Status	31	66944	6113062	13	0.0	21.43	64.29	14.29	14.0	50.0	50.0	0.0	50.0	42.86	7.14	42.86	57.14	0.0	Placer	Tahoe-Truckee Unified	Glenshire Elementary	96161	875819.0
2882	31	Economically disadvantaged	Economic Status	32	66969	3235603	8	4.76	9.52	76.19	9.52	21.0	30.0	70.0	0.0	45.0	45.0	10.0	55.0	40.0	5.0	Plumas	Plumas Unified	Portola Junior/Senior High	96122	1283357.0
2883	31	Economically disadvantaged	Economic Status	32	66969	3235603	13	4.76	9.52	76.19	9.52	21.0	30.0	70.0	0.0	45.0	45.0	10.0	55.0	40.0	5.0	Plumas	Plumas Unified	Portola Junior/Senior High	96122	1283357.0
2884	31	Economically disadvantaged	Economic Status	32	66969	6110308	5	4.35	8.7	56.52	30.43	46.0	54.35	39.13	6.52	60.87	36.96	2.17	60.87	30.43	8.7	Plumas	Plumas Unified	C. Roy Carmichael Elementary	96122	1283357.0
2885	31	Economically disadvantaged	Economic Status	32	66969	6110308	13	4.35	8.7	56.52	30.43	46.0	54.35	39.13	6.52	60.87	36.96	2.17	60.87	30.43	8.7	Plumas	Plumas Unified	C. Roy Carmichael Elementary	96122	1283357.0
2886	31	Economically disadvantaged	Economic Status	32	66969	3232006	8	7.69	30.77	46.15	15.38	13.0	30.77	46.15	23.08	38.46	53.85	7.69	38.46	46.15	15.38	Plumas	Plumas Unified	Chester Junior/Senior High	96020	987618.0
2888	31	Economically disadvantaged	Economic Status	32	66969	3232006	13	7.69	30.77	46.15	15.38	13.0	30.77	46.15	23.08	38.46	53.85	7.69	38.46	46.15	15.38	Plumas	Plumas Unified	Chester Junior/Senior High	96020	987618.0
2889	31	Economically disadvantaged	Economic Status	32	66969	6031413	5	0.0	37.5	43.75	18.75	16.0	37.5	62.5	0.0	62.5	37.5	0.0	37.5	56.25	6.25	Plumas	Plumas Unified	Chester Elementary	96020	987618.0
2890	31	Economically disadvantaged	Economic Status	32	66969	6031413	13	0.0	37.5	43.75	18.75	16.0	37.5	62.5	0.0	62.5	37.5	0.0	37.5	56.25	6.25	Plumas	Plumas Unified	Chester Elementary	96020	987618.0
2893	31	Economically disadvantaged	Economic Status	45	10454	132647	13	0.0	18.18	63.64	18.18	11.0	36.36	63.64	0.0	54.55	45.45	0.0	36.36	45.45	18.18	Shasta	Shasta County Office of Education	Shasta County Independent Study Charter	96001	654232.0
2898	31	Economically disadvantaged	Economic Status	45	70003	6050330	5	26.67	26.67	40.0	6.67	15.0	26.67	60.0	13.33	20.0	53.33	26.67	20.0	40.0	40.0	Shasta	Grant Elementary	Grant Elementary	96001	654232.0
2900	31	Economically disadvantaged	Economic Status	45	70003	6050330	13	25.0	29.17	37.5	8.33	24.0	25.0	54.17	20.83	20.83	54.17	25.0	20.83	41.67	37.5	Shasta	Grant Elementary	Grant Elementary	96001	654232.0
2905	31	Economically disadvantaged	Economic Status	45	70110	135889	13	14.29	23.81	61.9	0.0	21.0	23.81	71.43	4.76	19.05	66.67	14.29	9.52	76.19	14.29	Shasta	Redding Elementary	Stellar Charter	96001	654232.0
2909	31	Economically disadvantaged	Economic Status	45	70110	6050462	5	9.09	15.15	66.67	9.09	33.0	48.48	45.45	6.06	48.48	39.39	12.12	45.45	51.52	3.03	Shasta	Redding Elementary	Bonny View Elementary	96001	654232.0
2910	31	Economically disadvantaged	Economic Status	45	70110	6050462	13	9.09	15.15	66.67	9.09	33.0	48.48	45.45	6.06	48.48	39.39	12.12	45.45	51.52	3.03	Shasta	Redding Elementary	Bonny View Elementary	96001	654232.0
2911	31	Economically disadvantaged	Economic Status	45	70110	6050470	5	0.0	29.17	62.5	8.33	24.0	37.5	58.33	4.17	37.5	54.17	8.33	41.67	58.33	0.0	Shasta	Redding Elementary	Cypress Elementary	96001	654232.0
2912	31	Economically disadvantaged	Economic Status	45	70110	6050470	13	0.0	29.17	62.5	8.33	24.0	37.5	58.33	4.17	37.5	54.17	8.33	41.67	58.33	0.0	Shasta	Redding Elementary	Cypress Elementary	96001	654232.0
2913	31	Economically disadvantaged	Economic Status	45	70110	6050488	5	0.0	38.1	42.86	19.05	21.0	28.57	57.14	14.29	52.38	38.1	9.52	38.1	61.9	0.0	Shasta	Redding Elementary	Juniper	96001	654232.0
2914	31	Economically disadvantaged	Economic Status	45	70110	6050488	8	0.0	7.69	53.85	38.46	13.0	46.15	53.85	0.0	76.92	23.08	0.0	76.92	15.38	7.69	Shasta	Redding Elementary	Juniper	96001	654232.0
2915	31	Economically disadvantaged	Economic Status	45	70110	6050488	13	0.0	26.47	47.06	26.47	34.0	35.29	55.88	8.82	61.76	32.35	5.88	52.94	44.12	2.94	Shasta	Redding Elementary	Juniper	96001	654232.0
2916	31	Economically disadvantaged	Economic Status	45	70110	6050512	5	7.14	26.19	45.24	21.43	42.0	38.1	50.0	11.9	45.24	45.24	9.52	57.14	33.33	9.52	Shasta	Redding Elementary	Manzanita Elementary	96001	654232.0
2917	31	Economically disadvantaged	Economic Status	45	70110	6050512	13	7.14	26.19	45.24	21.43	42.0	38.1	50.0	11.9	45.24	45.24	9.52	57.14	33.33	9.52	Shasta	Redding Elementary	Manzanita Elementary	96001	654232.0
2918	31	Economically disadvantaged	Economic Status	45	70110	6050520	8	6.19	19.47	55.75	18.58	113.0	38.94	55.75	5.31	46.02	45.13	8.85	42.48	43.36	14.16	Shasta	Redding Elementary	Sequoia Middle	96001	654232.0
2919	31	Economically disadvantaged	Economic Status	45	70110	6050520	13	6.19	19.47	55.75	18.58	113.0	38.94	55.75	5.31	46.02	45.13	8.85	42.48	43.36	14.16	Shasta	Redding Elementary	Sequoia Middle	96001	654232.0
